id,warehouse_id,warehouse_dev_id,common_name_significant,common_name,taxon,type,description,soil,germination_period,flowering_period,seed_longevity,management,conservation_status,profile_pic,profile_pic_width,profile_pic_height,profile_pic_author,thumbnail,illustration,illustration_width,illustration_height,map,confusion,color[],color[],color[],color[],color[],color[],color[],color[],color[]
111,371213,878789,Cornsalad,Narrow-fruited, Valerianella dentata,F,"Slender, branched plant with stems up to 30cm. Spear-shaped leaves with a few teeth are present up the hairless stem and the white - pale-pink flowers are borne in clusters at the end of the stem on a couple of branches. There is often a single flower located in the base of the stem branch immediately below the flower clusters which is the first to flower and set fruit. The seeds are the distinguishing characteristic but there is a degree of uncertainty surrounding inter-breeding, particularly with hairy-fruited cornsalad <i>Valerianella eriocarpa</i>. Narrow-fruited cornsalad seeds have a single large tooth at the apex with smaller sub-teeth. They are not swollen and are approximately 0.75mm across.","Calcareous sandy, clay and chalky loams.",Spring and Autumn,June - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Endangered   ,images/pics/Valerianella_dentata_CS.jpg,1024,768,Cath Shellswell,images/thumbnails/Valerianella_dentata_CS.jpg,,,,images/maps/Valerianella_dentata.svg,other Valerianella spp.,,,,,,,w,,
112,371215,878790,Cornsalad,Hairy-fruited, Valerianella eriocarpa,F,"Slender, branched plants with stems up to 30cm. Spear-shaped leaves with a few teeth are present up the hairless stem and the white to pale-pink flowers are borne in clusters at the end of the stem on a couple of branches. There is often a single flower located in the base of the stem branch immediately below the flower clusters which is the first to flower and set fruit. The seeds are the distinguishing characteristic but there is a degree of uncertainty surrounding inter-breeding, particularly with narrow-fruited cornsalad <i>Valerianella dentata</i>. Hairy-fruited cornsalad seeds have 5-6 large teeth at the apex resembling a crown and the body of the fruit has small hairs visible using a x30 hand lens. It grows on coastal cliffs along the south coast fo England as well as arable field margins.","Calcareous sandy, clay and chalky loams.",Spring and Autumn,June - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Near Threatened   ,images/pics/Valerianella_eriocarpa_CS.jpg,1024,768,Cath Shellswell,images/thumbnails/Valerianella_eriocarpa_CS.jpg,,,,images/maps/Valerianella_eriocarpa.svg,other Valerianella spp.,,,,,,,w,,
113,371217,878791,Cornsalad,Broad-fruited, Valerianella rimosa,F,"Slender, branched plants with stems up to 30cm. Spear-shaped leaves with a few teeth are present up the hairless stem and the white to pale-pink flowers are borne in clusters at the end of the stem on a couple of branches. There is often a single flower located in the base of the stem branch immediately below the flower clusters which is the first to flower and set fruit. The seeds are the distinguishing characteristic. Broad-fruited cornsalad seeds are grape-pip like and swollen 2mm long by 1.5mm wide. All of the teeth are short at the apex of the fruit.","Calcareous sandy, clay and chalky loams.",Spring and Autumn,June - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Endangered   ,images/pics/Valerianella_rimosa_CS.jpg,1024,768,Cath Shellswell,images/thumbnails/Valerianella_rimosa_CS.jpg,,,,images/maps/Valerianella_rimosa.svg,other Valerianella spp.,,,,,,,w,,
114,371219,878792,Field-speedwell,Green, Veronica agrestis,F,"Sprawling plant with branched, softly hairy stems. Green, oval leaves have toothed edges, and are slightly longer than wide (5-15mm wide). The solitary, 5mm across, pale blue and white centred flowers, are on stalks growing from the leaf axils. The fruit capsule is bi-lobed giving it a heart shape, wider 4-6mm than long 3-4mm. The hairs on the fruit capsule are visible using an x30 hand lens and all of the are glandular (with a spot of oil at the end).",Neutral and sandy acid soils. Usually not found on calcareous soils.,Spring,June - November  ,Unknown,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Veronica_agrestis.jpg,1024,762,"Malcolm Storey, bioimages.org.uk",images/thumbnails/Veronica_agrestis.jpg,,,,images/maps/Veronica_agrestis.svg,"Veronica persica, Veronica polita",b,,,,,,,,
115,371221,878793,Field-speedwell,Grey, Veronica polita,F,"Sprawling, many-branched plant, sometimes forming extensive mats. The lower dull, greyish-green leaves are oval in shape with small teeth. The upper leaves may not have teeth. They are 5-15mm wide. The bright blue white-centred flowers are on stalks originating from the leaf axils. The lower petal is occasionally paler. The bi-lobed fruit capsule looks heart shaped, and is wider 4-6mm than longer 3-4mm. The hairs on the fruit capsule are visible using an x30 hand lens and are a mixture of glandular (with a spot of oil at the end) and short curled hairs.","Well drained soils, often calcareous.",Spring,June - November  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Veronica_polita_ES.jpg,1024,685,Emily Swan,images/thumbnails/Veronica_polita_ES.jpg,,,,images/maps/Veronica_polita.svg,"Veronica agrestis, Veronica persica",b,,,,,,,,
116,371223,878794,Speedwell,Breckland, Veronica praecox,F,"Highly localised Breckland species with one outlying population in Oxfordshire. It has erect, sometimes branched, flowering stems, up to 20cm. The leaves are toothed but not deeply divided. Flowers are small, 3mm in diameter, and coloured light blue with dark streaks. They are present on long stalks, originating from the leaf-like bracts at the top of the stem. The bi-lobed fruit is heart shaped, and longer than wide.",Calcareous sands.,Autumn,March - May  ,Long-lived,Uncropped cultivated areas,Near Threatened   ,images/pics/Veronica_praecox_ES_2.jpg,1024,768,Emily Swan,images/thumbnails/Veronica_praecox_ES_2.jpg,,,,images/maps/Veronica_praecox.svg,,b,,,,,,,,
117,371225,878795,Speedwell,Fingered, Veronica triphyllos,F,"Low-growing, erect, occasionally branched plant, up to 15cm. Leaves up to 1cm long and deeply divided into 3-7 parallel-fingered lobes. Upper leaves are stalkless, lower leaves have short stalks. Deep blue flowers are borne in the axils of the upper leaf-like bracts and are shorter than the surrounding calyx. The fruit capsule is deeply bi-lobed, making it heart shaped, and about 6-7mm long. Fingered speedwell is restricted to Breckland and Yorkshire.",Sands.,Autumn,March - May  ,Unknown,Uncropped cultivated areas,Endangered   ,images/pics/Veronica_triphyllos_ES.jpg,1024,1024,Emily Swan,images/thumbnails/Veronica_triphyllos_ES.jpg,,,,images/maps/Veronica_triphyllos.svg,,b,,,,,,,,
118,371227,878796,Speedwell,Spring, Veronica verna,F,"Erect, sometimes branched stem, up to 15cm. The leaves are pinnetely-lobed with 5-7 segments. Sky blue flowers are very small, 2-3mm in diameter, and are borne in the axils of leaf-like bracts. The fruit capsule is wider than long, and bi-lobed making it heart shaped. Spring speedwell is a highly localised Breckland species.","Sands, often calcareous.",Autumn,May - September  ,Long-lived,Uncropped cultivated areas,Endangered   ,images/pics/Veronica_verna_ES_4.jpg,1024,1024,Emily Swan,images/thumbnails/Veronica_verna_ES_4.jpg,images/illustrations/Veronica_verna.png,451,923,images/maps/Veronica_verna.svg,,b,,,,,,,,
119,371229,878797,Tare,Slender, Vicia parviflora,F,"Scrambling annual, up to 60cm. Leaves are divided into 2-5 pairs of leaflets, each up to 2.5cm long. Flowers are pale purple and 6-8mm long, borne on long stalks. Each flower gives rise to a 5-8 seeded pod about 3mm wide. The seed scars (where the seed attaches to the pod) are 2 times as long as wide. Slender tare occurs in the South Midlands, Somerset, Dorset, Oxfordshire and Essex, and has become much rarer recently.  ",Calcareous clay loams and rarely on chalk.,Autumn,June - August  ,Unknown,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Vulnerable   ,images/pics/Vicia_parviflora_Menorca_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Vicia_parviflora_Menorca_CG.jpg,,,,images/maps/Vicia_parviflora.svg,"Vicia hirsuta, Vicia tetrasperma",,,,,p,,,,
120,371231,878798,Tare,Smooth, Vicia tetrasperma,F,"Hairless annual plant with think leaves 10-20mm long with 3-6 pairs of leaflets. The calyx teeth at the base of the mauve-whitish flowers are unequal, with the upper two teeth shorter than the calyx-tube.The seed pod is oblong, hairless, 12-15mm long and has four seeds. The seed scars (where the seed attaches to the pod) is only slightly longer than wide.",Calcareous and neutral clay loams.,Autumn,May - August  ,Unknown,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Vicia_tetrasperma_1_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Vicia_tetrasperma_1_CG.jpg,,,,images/maps/Vicia_tetrasperma.svg,"Vicia hirsuta, Vicia parviflora",,,,,p,,,,
121,371233,878799,Pansy,Wild , Viola tricolor ssp. tricolor,F,"Resembles a garden pansy. It is an erect, branched plant, sometimes up to 40cm. The leaves are very variable in shape with the lower leaves often oval, becoming narrower towards the top of the stem. There are large leafy stipules at the base of each leaf. The asymmetrical flowers have a short spur, are 15-25cm top to bottom and have long stems. The face of the flower is flat, and the lower petals are cream coloured, the centre is yellow and the upper petals are pale blue or purple. The sepals are shorter than the petals, enclosing the seed capsule after flowering. Wild pansy can be confused for field pansy <i>Viola arvensis</i>, which has smaller flowers that are cupped, cream upper petals and sepals longer than the petals. The two species hybridise.",Sandy loams.,Spring and autumn,June - September  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Near Threatened,images/pics/Viola_tricolor_2_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Viola_tricolor_2_CG.jpg,images/illustrations/Viola_tricolor.png,377,536,images/maps/Viola_tricolor_ssp_tricolor.svg,petal colour variable,,pu,,,,y,,,
